Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine
Volkswagen,Passat CC,1.8c.c. Turbo,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat-cc/pe/RT_PU_4813850f5b164e938cad5ec4ecea80bc.webp,2010,110000 km,gasolina,,Lima |Lima,Azul,,,
Jeep,Compass,Sport,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_8113197b19ec46acbdf622b4dd159268.webp,2018,50000 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,2360 cc
Ford,Explorer,3.5L XLT,USD,"u$s29,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/explorer/pe/RT_PU_7a6c1992987b4be79e69ed2c97b78d5a.webp,2017,21200 km,gasolina,automática 6 velocidades,Lima |Lima,Azul,6 en V,cuero,3500 cc
Volkswagen,Bora,Europa 2.0L,USD,"u$s7,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/bora/pe/RT_PU_434570903d1d4b03a421bd53ab53821a.webp,2011,112000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1984 cc
Hyundai,H1 Van,2.5L GL TDI 6 Pas,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_90383f23e15f49568612fdf307714803.webp,2015,13230 km,diesel,manual,Lima |Lima,Negro,4 en línea,tela,2476 cc
Mahindra,Pik Up,DC S6 4x4,PEN,"$12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mahindra/pik-up/pe/RT_PU_09d9775339c4442c858fd7e98750f4f3.webp,2020,107000 km,diesel,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,2179 cc
KIA,Soluto,1.4L LX Plus,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/soluto/pe/RT_PU_f74bf7d82b584d9b9d2d5164b8af85ed.webp,2024,500 km,gasolina,manual 5 velocidades,Santa |Ancash,Plata,4 en línea,tela,1368 cc
Volkswagen,Nivus,Comfortline Tiptronic,USD,"u$s17,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/nivus/pe/RT_PU_b3002d6db4124f009bfb202f0dfe40f2.webp,2021,53000 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,3 en línea,tela,1000 cc
KIA,Sportage,2.0L LX Full,USD,"u$s18,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_b417e0170a46482fb4ecfe9c5def8705.webp,2018,20000 km,gasolina,automática 6 velocidades,Lima |Lima,Plata Brillante,4 en línea,tela,1999 cc
Renault,Kwid,1.0L Life,USD,"u$s9,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/kwid/pe/RT_PU_8fab61b7df924751800adec94a249e6f.webp,2022,13000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,3 en línea,tela,999 cc
Volkswagen,Tiguan,Allspace Life 250 TSi DSG,USD,"u$s32,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/tiguan/pe/RT_PU_fab62d1e548648f49acae76ce2485664.webp,2023,17500 km,gasolina,DSG 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1395 cc
Jeep,Compass,Sport,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_059c5625ae8249a495898cab08a8b4f4.webp,2015,93000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,cuero,1998 cc
Subaru,XV,1.6i AWD Aut,USD,"u$s15,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_14dc3203fd0a41eda0a14f72a0178fc0.webp,2017,26000 km,gasolina,automática CVT,Lima |Lima,Plata,4 Bóxer,tela,1599 cc
KIA,Sportage,2.0L LX Aut,USD,"u$s17,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_5be807fb8aa74357b6187ee953485a77.webp,2017,49000 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,4 en línea,tela,1999 cc
Ssangyong,Korando,4x2  Aut,USD,"u$s13,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/korando/pe/RT_PU_0adee41db6a94198b19da01b8000895b.webp,2017,97000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Azul,4 en línea,tela,1998 cc
KIA,Sorento,Full,USD,"u$s17,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_0e235ee2431d4b4092feb6ed700482ce.webp,2015,65000 km,gasolina,manual 6 velocidades,Lima |Lima,Gris Metálico,4 en línea,tela,2359 cc
Volkswagen,Bora,Europa 2.0L,PEN,"$30,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/bora/pe/RT_PU_04e416b6db6b4b218e343e5f369a2054.webp,2012,88400 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Gris Platinium,4 en línea,tela,1984 cc
Mazda,BT-50,2.2L 4x4 MID,USD,"u$s13,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_a43f0ecf066b4ad3973eb34589c12b15.webp,2014,312000 km,diesel,manual 6 velocidades,Trujillo |La Libertad,Blanco,4 en línea,tela,2198 cc
JAC,J4,1.5L Comfort,USD,"u$s6,590",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/j4/pe/RT_PU_b92f67c0d2d3438dbf9fa34d49365753.webp,2020,230000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1499 cc
Hyundai,Tucson,2.0L GL 4x2,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_b1e64162a2f545bfb97b728b080920ca.webp,2014,99000 km,gasolina,manual 6 velocidades,Cusco |Cusco,Gris,4 en línea,tela,1998 cc
Volkswagen,Gol,Estilo,USD,"u$s4,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_f7eb6fee8181455082935caae70f0cf2.webp,2008,113000 km,gasolina,manual 5 velocidades,Piura |Piura,Gris,4 en línea,tela,1800 cc
Renault,Koleos,2.5L Expression,USD,"u$s10,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/koleos/pe/RT_PU_5800293fb77c454f907c6664d1a1a401.webp,2015,36085 km,gasolina,manual 6 velocidades,Lima |Lima,Marrón,4 en línea,tela,2488 cc
KIA,Rio,EX 1.4L Aut,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_69473aa807624c5f8187e364afc3ea70.webp,2012,96000 km,gasolina,automática 4 velocidades,Lima |Lima,Rojo,4 en línea,tela,1400 cc
Mitsubishi,ASX,2.0L GLX,USD,"u$s11,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/asx/pe/RT_PU_997511bca77645e6af75d8d000d1dfd2.webp,2012,55000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1998 cc
KIA,Rio,1.4L EX Plus Aut,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_5ddd273b5ddb4f35845748a1c7e2542b.webp,2018,49000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Rojo,4 en línea,tela,1368 cc
Subaru,Impreza Sedán,2.0i AWD,USD,"u$s11,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza-sedan/pe/RT_PU_555b62959ade4f0c98018102444654ff.webp,2016,90000 km,gasolina,manual 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1995 cc
Mitsubishi,Lancer,1.5L GLX,USD,"u$s6,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/lancer/pe/RT_PU_337e230c58a344cf8d085a6b3017d259.webp,2008,135000 km,gasolina,manual 5 velocidades,Lima |Lima,Azul,4 en línea,tela,1590 cc
Mazda,CX-9,2.5L High,USD,"u$s38,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-9/pe/RT_PU_eaa49570ebb747cb971be05da96ac445.webp,2022,12800 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,6 en línea,cuero,2498 cc
Nissan,Versa,1.6L Advance,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_5e48150289a241cd93ab5cdf796184ba.webp,2021,15400 km,gasolina,manual 5 velocidades,Lima |Lima,Gris Oscuro,4 en línea,tela,1598 cc
Dodge,Dart,Coupe,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/dart/pe/RT_PU_1d17ad0515da4573be87a7239506f1a5.webp,2012,48000 km,gasolina,,Arequipa |Arequipa,Blanco,,,
Chery,Tiggo 8 PRO,1.6L Full Aut,USD,"u$s25,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-8-pro/pe/RT_PU_dd0f47a9c5d24a3ebc6eb2fc51595d5a.webp,2022,10000 km,gasolina,DSG 7 velocidades,Lima |Lima,Azul,4 en línea,símil cuero,1598 cc
KIA,Sorento,2.4 LX 4x2 Aut,USD,"u$s19,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_0afdc6aab2054c388f57be28806f75a3.webp,2017,135000 km,gasolina,automática 6 velocidades,Lima |Lima,Plata Brillante,4 en línea,tela,2399 cc
Land Rover,Range Rover Sport,3.0L HSE V6,USD,"u$s40,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/land-rover/range-rover-sport/pe/RT_PU_551740c9614d4367a4922fe907929bef.webp,2015,186242 km,diesel,automática 8 velocidades,Lima |Lima,Blanco,6 en V,cuero,2995 cc
Toyota,Rav4,GX 2.4L 4x2,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_f31cb287340a4990900482b1e12be2aa.webp,2010,181000 km,gasolina,manual 5 velocidades,Cajamarca |Cajamarca,Plata,4 en línea,tela,2362 cc
Toyota,Rav4,2.0L Full Aut 4x2,USD,"u$s31,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_0923df947cd947928ede7123b285f042.webp,2024,13000 km,gasolina,automática CVT,Lima |Lima,Gris,4 en línea,tela,1987 cc
Honda,Civic,1.5L EXT-L,USD,"u$s18,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/civic/pe/RT_PU_e78c63686b8344d5a1791a27c761e9a7.webp,2017,40000 km,gasolina,automática CVT,Lima |Lima,Blanco,4 en línea,cuero,1498 cc
Renault,Duster Oroch,2.0L GSL Dynamique,USD,"u$s15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster-oroch/pe/RT_PU_481332472ff446e9be1b14b6c7764266.webp,2022,64000 km,gasolina,manual 6 velocidades,Arequipa |Arequipa,Blanco,4 en línea,tela,1998 cc
Chevrolet,Onix Sedan,1.2L LS,USD,"u$s10,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/onix-sedan/pe/RT_PU_57597f24d0a74e62b246defaf205272e.webp,2022,64000 km,gasolina,manual 6 velocidades,Trujillo |La Libertad,Plata,3 en línea,tela,1200 cc
Suzuki,Grand Nomade,2.0 4X2 5P,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_b14eb7f06c294990b5ec254484b10868.webp,2008,137000 km,gasolina,manual 5 velocidades,Lima |Lima,Bronce,4 en línea,,1995 cc
Toyota,Hilux,2.4L TDi 4x2 CD SR,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_ba4f0920a47042178824291992266d2a.webp,2023,93000 km,diesel,manual 6 velocidades,Lima |Lima,Negro,4 en línea,vinilo,2393 cc
Renault,Duster,1.6L Dynamique 4x2,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_dc0da15e61c14e84a7557a86a814e8cb.webp,2016,55000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro Nacarado,4 en línea,tela,1598 cc
Subaru,XV,2.0i AWD Limited Aut,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_43916f34a16e4eb19fcb516fc8116ac1.webp,2019,56000 km,gasolina,automática CVT,Lima |Lima,Negro,4 en línea,cuero,1999 cc
Chevrolet,N400 Move,1.5L Full,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/n400-move/pe/RT_PU_2f2152edc07541c49ac34af54e5321de.webp,2023,30000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1500 cc
Nissan,Versa,Advance CVT,USD,"u$s16,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_255c53032a884edcb8b825d1a4f6136d.webp,2023,11200 km,gasolina,automática CVT,Arequipa |Arequipa,Gris,4 en línea,tela,1598 cc
Dongfeng,S500,1.5L Luxury,USD,"u$s13,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dongfeng/s500/pe/RT_PU_c4fd7dbaaad5499daa5e6bcf9de377d8.webp,2024,40000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,símil cuero,1499 cc
KYC,X5 Cargo Box,1.5L,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kyc/x5-cargo-box/pe/RT_PU_9a2376de77414679bef8824928099ac4.webp,2022,27000 km,gasolina,manual 5 velocidades,Huaraz |Ancash,Blanco,4 en línea,tela,1493 cc
KIA,Sorento,2.4 EX 4x2,USD,"u$s12,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_f2d67575978546f1ae073c579e98bcd1.webp,2013,83900 km,gasolina,manual 6 velocidades,Lima |Lima,Beige,4 en línea,tela,2399 cc
Honda,HR-V,1.8L LX,USD,"u$s19,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/hr-v/pe/RT_PU_45e17d6abd414cc985e70fc816a06938.webp,2019,31000 km,gasolina,manual 6 velocidades,Arequipa |Arequipa,Gris,4 en línea,tela,1799 cc
Citroën,Berlingo,1.6L BVM5 Corta,USD,"u$s6,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/citroen/berlingo/pe/RT_PU_5a1ca8dad5424f2d90d0ae0d920258dd.webp,2017,81115 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1598 cc
Mazda,BT-50,2.2L 4x4 MID,USD,"u$s17,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_4b90dc0cc2424e49b6032d4402ee743c.webp,2019,45800 km,diesel,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,2198 cc
Mitsubishi,Outlander,2.0L GLX CVT,USD,"u$s16,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_7b53d11e2e1a4d2282be7039d62f6f80.webp,2018,95000 km,gasolina,automática 6 velocidades,Piura |Piura,Gris,4 en línea,tela,1998 cc
JAC,JS8,Luxury,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/js8/pe/RT_PU_f0c75c12368343508cc44bf63a97024c.webp,2023,11000 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,símil cuero,1499 cc
Nissan,X-Trail,Exclusive Full,PEN,"$13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_0244008f1a08404fb33d74adea1eaaea.webp,2016,106667 km,gasolina,Xtronic CVT con modo manual (6 vel),Lima |Lima,Negro,4 en línea,cuero,2488 cc
Chevrolet,Traverse,3.6L LT FWD Aut,USD,"u$s27,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/traverse/pe/RT_PU_6efc57aae9e3463194eba8362d413200.webp,2020,35000 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco,6 en V,tela,3600 cc
Haval,H6,New 2.0L Intelligent 4x2 AT,USD,"u$s21,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/h6/pe/RT_PU_82ce51fae44e420084a2ab238e908084.webp,2021,18700 km,gasolina,automática 7 velocidades,Mariscal Nieto |Moquegua,Rojo,4 en línea,símil cuero,2000 cc
MG,ZX Plus,1.5L Aut Sport,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zx-plus/pe/RT_PU_ab8617037bbd4c67b5f6735c774692ca.webp,2023,11000 km,gasolina,automática CVT,Lima |Lima,Negro,4 en línea,símil cuero,1498 cc
Mercedes Benz,Clase CLK (COUPE),GTR,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-clk-%28coupe%29/pe/RT_PU_616ba47a4a9841e2aeb8c0cb3dc938e8.webp,2009,93800 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,12 en línea,gamuza,6700 cc
Toyota,Yaris Sedán,1.3L,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_a84442d120fe42a4bc54ba36b2fe6802.webp,2022,32000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Gris Oscuro,4 en línea,tela,1329 cc
MG,ZX Plus,1.5L Aut Sport,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zx-plus/pe/RT_PU_ab8617037bbd4c67b5f6735c774692ca.webp,2023,11000 km,gasolina,automática CVT,Lima |Lima,Negro,4 en línea,símil cuero,1498 cc
Mercedes Benz,Clase CLK (COUPE),GTR,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-clk-%28coupe%29/pe/RT_PU_616ba47a4a9841e2aeb8c0cb3dc938e8.webp,2009,93800 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,12 en línea,gamuza,6700 cc
Subaru,Impreza,"Gl 4wd Sw O4,2.0i,16v A 2 1",USD,"u$s13,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza/pe/RT_PU_e981a3c0571d43698fc9c1e498f68c29.webp,2014,67000 km,gasolina,N/D,Lima |Lima,Blanco,N/D,,
Nissan,Versa,1.6L Drive,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_2706db1890844c43a49e02a738811e3b.webp,2023,35000 km,gasolina,manual 5 velocidades,Lima |Lima,Azul,4 en línea,tela,1598 cc
Nissan,X-Trail,Sense 3Filas,USD,"u$s27,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_c926f91e2e544e6ca372d261dcb8f106.webp,2023,20000 km,gasolina,automática CVT,Lima |Lima,Gris Metálico,4 en línea,tela,2488 cc
BAIC,X35,1.5L Exclusive,PEN,"$10,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/baic/x35/pe/RT_PU_45cfc4769bec416f9b6d82571eba5446.webp,2021,40000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,cuero,1499 cc
Nissan,March,Advance AT,USD,"u$s2,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/march/pe/RT_PU_fa4403cd551141f4a28ed4d18e1e3ec7.webp,2003,220000 km,gasolina,automática 4 velocidades,Lima |Lima,Plata,4 en línea,tela,1598 cc
Nissan,Primera,"Gx (Abs-Airbag) L4,2.0i,16v A 2 1",USD,"u$s5,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/primera/pe/RT_PU_713edd381b3b4a4cb3176b480c6ac561.webp,2005,210000 km,gasolina,N/D,Lima |Lima,Negro,N/D,,
Chevrolet,Cruze Hatchback,1.8 LT Aut Full,USD,"u$s9,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/cruze-hatchback/pe/RT_PU_86e78aadb7b34f29a8715547f83656b8.webp,2013,80000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Azul Místico,4 en línea,cuero,1799 cc
Ford,Ranger,3.2L XLS 4x4,USD,"u$s30,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ranger/pe/RT_PU_9990e33b096b44bab7e808ee216323d9.webp,2021,70565 km,diesel,manual 6 velocidades,Cajamarca |Cajamarca,Negro Perla,4 en línea,tela,3198 cc
Hyundai,i20 Active,1.4L Active Sport,PEN,"$12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/i20-active/pe/RT_PU_5f5320b7d4b14dbb8aa228d4a53338d8.webp,2012,40000 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,1368 cc
Chevrolet,Joy Black Sedán,1.4 Smart,USD,"u$s11,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/joy-black-sedan/pe/RT_PU_d4019931090f4a90ad8819d40fcd2016.webp,2023,23000 km,gasolina,manual 5 velocidades,Ica |Ica,Negro,4 en línea,símil cuero y tela,1389 cc
Nissan,X-Trail,Sense 3Filas,USD,"u$s14,100",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_2af17a154bf54097a1df2966912ad896.webp,2015,94200 km,gasolina,automática CVT,Callao |Callao,Negro Perla,4 en línea,tela,2498 cc
Suzuki,Grand Nomade,2.4L Lux 4x4 Aut,USD,"u$s12,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_cc0371b962b44bac8f1210c819445390.webp,2019,114000 km,gasolina,automática 4 velocidades,Lima |Lima,Negro,4 en línea,tela,2393 cc
Toyota,Corolla Cross,2.0L Full CVT D-Lux,USD,"u$s25,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla-cross/pe/RT_PU_18e52db08b184586b85dd1a4a068c391.webp,2023,6700 km,diesel,automática 10 velocidades,Arequipa |Arequipa,Plata Metálico,4 en línea,cuero,1987 cc
KIA,Cerato,SX 1.6L Aut,USD,"u$s10,950",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_4c4913447c334b8e9382581a18f79da7.webp,2012,77000 km,gasolina,automática 4 velocidades,Lima |Lima,Plata,4 en línea,tela,1591 cc
Nissan,Kicks,Exclusive CVT,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_388f44697c5242b18162523964d410d5.webp,2021,58500 km,gasolina,automática CVT,Santa |Ancash,Gris,4 en línea,cuero,1598 cc
Renault,Logan,1.6L Life,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_ddbcd396112a468a86d101906142f7a5.webp,2020,68500 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,1598 cc
Renault,Duster,1.6L Zen,USD,"u$s11,990",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_cb31d92f9ced4b76beb3329be1b5991e.webp,2020,40000 km,gasolina,manual 5 velocidades,Callao |Callao,Negro Nacarado,4 en línea,tela,1598 cc
Hyundai,H1 Van,2.5L GL TDI 3 Pas,USD,"u$s22,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_86c822203ca64f27b2740dbd6be4e234.webp,2021,27000 km,diesel,manual,Lima |Lima,Azul,4 en línea,tela,2476 cc
Mazda,CX-3,2.0i Core 2WD,USD,"u$s13,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_e78c89a3e0a24fac97558314afae4230.webp,2018,88000 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1998 cc
Toyota,Fortuner,2.8L Adventure 4x4 AT,USD,"u$s38,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/fortuner/pe/RT_PU_974622085a2d40b2b3f2012fc8456e75.webp,2018,90000 km,diesel,automática secuencial 6 velocidades,Arequipa |Arequipa,Gris Metálico,4 en línea,tela,2755 cc
JAC,S3,1.6L Comfort Aut,USD,"u$s9,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/s3/pe/RT_PU_b011a0e7faa04def8ed12566415a5829.webp,2020,95000 km,gasolina,automática 6 velocidades,Callao |Callao,Gris,4 en línea,tela,1599 cc
Volkswagen,Gol,Estilo 1.6L,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_03d5f0d3b9714e4d80a1103b0415d352.webp,2018,37000 km,gasolina,manual 5 velocidades,Lima |Lima,Azul,4 en línea,tela,1596 cc
Volvo,460 GLT,GLT 2000,USD,"u$s1,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volvo/460-glt/pe/RT_PU_7c593aeb1c544a6888512cce975d90c0.webp,1995,150000 km,gasolina,,Lima |Lima,Verde,,,
